202_JPEG.rf.ae7873972e5f7c29a12b846c9a888131.jpg,255,197,393,364,drone
video17_1111_JPEG.rf.aeb697c051f0fea54a094a492352d76e.jpg,377,197,411,251,drone
video18_1348_JPEG.rf.aec0697f2d9644a017919f3e4e2fc107.jpg,350,284,389,322,drone
video18_1348_JPEG.rf.aec0697f2d9644a017919f3e4e2fc107.jpg,265,199,299,232,drone
video17_740_JPEG.rf.aec2e4b17c7a50b46447ae7422a4cedc.jpg,370,282,442,346,drone
video17_988_JPEG.rf.af6c7909334b528740c3e22e5e72494a.jpg,169,429,511,640,drone
video18_1083_JPEG.rf.af13940f0897b6a443548a852767c200.jpg,464,25,520,92,drone
video17_191_JPEG.rf.af388ecb01f91f4966aa6980d56ca7a4.jpg,362,118,380,142,drone
video16_175_JPEG.rf.af01840e9cefebbbc4de3d1930296002.jpg,173,111,462,384,drone
video18_1232_JPEG.rf.aecaeb8783ddac552868854b13d33eee.jpg,260,356,366,446,drone
172_JPEG.rf.ae898644064c5a1e76be0cfbfeafc7d2.jpg,350,63,360,77,drone
video17_746_JPEG.rf.aeb8367c5aee5010256f80561babb6fc.jpg,177,307,256,386,drone
video18_1326_JPEG.rf.afa6e3dfa164402df4fd9138e9eb0285.jpg,364,240,391,275,drone
video18_1326_JPEG.rf.afa6e3dfa164402df4fd9138e9eb0285.jpg,237,173,259,211,drone
174_JPEG.rf.af8916bc5e0caa7c34e1ff125936637b.jpg,291,89,323,135,drone
video16_662_JPEG.rf.af131588bdddea54658ed4d463fd6190.jpg,348,86,373,113,drone
video18_1310_JPEG.rf.af47213c91f6db877d2bd472cfef433a.jpg,435,231,462,268,drone
video18_1310_JPEG.rf.af47213c91f6db877d2bd472cfef433a.jpg,286,215,312,246,drone
video18_2186_JPEG.rf.afbb55c2cdd3669a930cfaeeeebc2aac.jpg,406,150,473,234,drone
video18_2186_JPEG.rf.afbb55c2cdd3669a930cfaeeeebc2aac.jpg,107,145,163,206,drone
video18_518_JPEG.rf.afa870e5f93240b97790383f71f662fc.jpg,192,133,304,240,drone
video655_JPEG.rf.af9701d8701ca562e603d39703621e2f.jpg,383,323,489,379,drone
video18_1214_JPEG.rf.af210acc38aa46cf9c34855c737accf5.jpg,248,316,382,427,drone
200_JPEG.rf.b00f2a479ac35dad7cb4aeec3e0d3296.jpg,213,286,256,337,drone
video17_1036_JPEG.rf.afefbf1b4385e0eacd2948d4c2c13cde.jpg,169,268,412,542,drone
1x-9-_jpg.rf.afdebd3bf9ecfb2b440be5111e162b13.jpg,383,72,468,149,drone
video17_986_JPEG.rf.af7efb09b25729dcf71248524a370b17.jpg,110,347,455,494,drone
155_JPEG.rf.b1d0eab721be80692d5d3832b49854dc.jpg,126,68,190,148,drone
video18_1220_JPEG.rf.aff5b757e2dc4fd8b62626ab510c8986.jpg,231,300,339,428,drone
video18_1379_JPEG.rf.b01fc284e0a9b633ce2167d4c3735e88.jpg,370,270,406,316,drone
video18_1379_JPEG.rf.b01fc284e0a9b633ce2167d4c3735e88.jpg,208,216,243,255,drone
video18_1400_JPEG.rf.b05394c53c9043d40ce561d7f76a659e.jpg,393,299,417,330,drone
video18_1400_JPEG.rf.b05394c53c9043d40ce561d7f76a659e.jpg,287,190,314,226,drone
video18_1388_JPEG.rf.b236d499a57f67eaefe1e5e41b54e705.jpg,335,259,366,295,drone
video18_1388_JPEG.rf.b236d499a57f67eaefe1e5e41b54e705.jpg,137,158,167,206,drone
101_JPEG.rf.b1130c8c0cae4817ad69050c22738aca.jpg,262,282,456,473,drone
video15_423_JPEG.rf.b0103a294782f6dfafa6b331f790579e.jpg,300,284,349,344,drone
video17_945_JPEG.rf.b3a829e604e0a8ddb84a43b0765384e8.jpg,323,278,398,345,drone
video17_838_JPEG.rf.b3ce8203816fadafd2305564b6ef0c13.jpg,347,229,463,281,drone
video18_1353_JPEG.rf.b1b12d7e95636d4a9c7706d655465637.jpg,354,291,384,332,drone
video18_1353_JPEG.rf.b1b12d7e95636d4a9c7706d655465637.jpg,286,175,312,229,drone
265_JPEG.rf.b264176a3d3017417d4f9ca0c6196692.jpg,200,280,312,402,drone
video16_89_JPEG.rf.b093e0f43be0c07104e86821bf06516b.jpg,296,307,426,411,drone
video17_998_JPEG.rf.b33e562f6d5329debfdc225c2f579278.jpg,231,0,373,121,drone
video18_1144_JPEG.rf.b0611fb46cfeb9873d9def5405bdbde9.jpg,113,133,201,226,drone
video18_1825_JPEG.rf.b04b83d0360bcf756aa492c50f7c6e7d.jpg,325,238,367,291,drone
301_JPEG_jpg.rf.b36542fb609bf9f931074c76e24cbc71.jpg,341,9,365,37,drone
video18_1349_JPEG.rf.b13d05f89643f471f73091a02526c01e.jpg,349,289,380,334,drone
video18_1349_JPEG.rf.b13d05f89643f471f73091a02526c01e.jpg,259,194,290,232,drone
video18_1361_JPEG.rf.b312a75ddbe799248bb2606c170cc16e.jpg,367,231,420,287,drone
video18_1361_JPEG.rf.b312a75ddbe799248bb2606c170cc16e.jpg,204,186,246,230,drone
83_JPEG.rf.b13b4c40c7a8c4f65277b19d77497a7e.jpg,290,307,447,488,drone
name59_JPEG.rf.b2d7411e9c50cbb4695b13b0b647abe4.jpg,419,401,513,464,drone
video17_740_JPEG.rf.b408ca756fe59c611f0e40f90409539b.jpg,371,272,436,327,drone
video17_1110_JPEG.rf.b066306adb209cc1fdd8d70b7415e52b.jpg,376,214,404,250,drone
video18_2550_JPEG.rf.b046bdf5a82cfb8cf8de2273323798e5.jpg,173,253,201,282,drone
video17_131_JPEG.rf.b23894ba7c6ad6f8ccbda0553a10dc4e.jpg,338,273,399,330,drone
video14_157_JPEG.rf.b44361f221fd87134790d691fd071944.jpg,202,135,304,248,drone
video18_1104_JPEG.rf.b0905a8d5564fb30d79442840a1cf79c.jpg,394,156,437,212,drone
video18_1104_JPEG.rf.b0905a8d5564fb30d79442840a1cf79c.jpg,230,400,313,495,drone
video18_1160_JPEG.rf.b4023c1dec48f49db144b5b137ff4f82.jpg,0,105,89,197,drone
video14_182_JPEG.rf.b431cb10c174a51485634396c5797302.jpg,272,52,479,268,drone
1x-19-_jpg.rf.b453363990241c5a537a15f838c8f334.jpg,273,43,354,124,drone
video18_1179_JPEG.rf.b4e1bada35fc2ca69f25a8376f8e30b1.jpg,277,208,341,295,drone
video18_606_JPEG.rf.b3f77df01f8281e82af26f81d3597985.jpg,210,221,291,280,drone
video17_959_JPEG.rf.b4292890484b9b6f2537f283a51e862a.jpg,194,276,274,355,drone
video18_675_JPEG.rf.b3d32139fa9e05c2331088eb7c18f770.jpg,329,282,393,339,drone
video18_675_JPEG.rf.b3d32139fa9e05c2331088eb7c18f770.jpg,2,280,39,317,drone
